SiteID,County,City,DBA,Licensee,PremisesStreet,PremisesCityState,LicenseNumber,LicenseType,Status,IssueDate,EffectiveDate,ExpiryDate
18821,Fayette,Lexington,Belle's Bar,Belle's Bar LLC ,152-154 Market St,"Lexington, KY 40507",034-NQ4-2436,NQ4 Retail Malt Beverage Drink License,Active,10/31/13,10/31/13,11/30/22
3368,Fayette,Lexington,Beni Corporation,Beni Corporation ,831 Lane Allen Rd,"Lexington, KY 40504",034-NQ-188790,NQ Retail Malt Beverage Package License,Active,2/9/22,2/9/22,11/30/22
25207,Fayette,Lexington,Bicycle Face,"Bicycle Face, LLC ",331 E Short St,"Lexington, KY 40507",034-NQ4-3942,NQ4 Retail Malt Beverage Drink License,Active,7/18/17,7/18/17,11/30/22
25207,Fayette,Lexington,Bicycle Face,"Bicycle Face, LLC ",331 E Short St,"Lexington, KY 40507",034-NQ-6349,NQ Retail Malt Beverage Package License,Active,7/18/17,7/18/17,11/30/22
28401,Fayette,Lexington,Big B Liquors,BPS22 LLC ,3090 Old Todds Rd Ste 100-110,"Lexington, KY 40509",034-NQ-192088,NQ Retail Malt Beverage Package License,Active,8/12/22,8/12/22,11/30/22
28401,Fayette,Lexington,Big B Liquors,BPS22 LLC ,3090 Old Todds Rd Ste 100-110,"Lexington, KY 40509",034-LP-192089,Quota Retail Package License,Active,8/12/22,8/12/22,11/30/22
26130,Fayette,Lexington,Big Blue Bar 3 Inc.,Big Blue Bar 3 Inc. ,1976 Justice Dr,"Lexington, KY 40509",034-RS-5201,Special Sunday Retail Drink License,Active,4/24/18,4/24/18,11/30/22
26130,Fayette,Lexington,Big Blue Bar 3 Inc.,Big Blue Bar 3 Inc. ,1976 Justice Dr,"Lexington, KY 40509",034-HI-41,Hotel In-Room License,Active,4/24/18,4/24/18,11/30/22
26130,Fayette,Lexington,Big Blue Bar 3 Inc.,Big Blue Bar 3 Inc. ,1976 Justice Dr,"Lexington, KY 40509",034-CL-530,Caterer's License,Active,4/24/18,4/24/18,11/30/22
26130,Fayette,Lexington,Big Blue Bar 3 Inc.,Big Blue Bar 3 Inc. ,1976 Justice Dr,"Lexington, KY 40509",034-NQ2-3607,NQ2 Retail Drink License,Active,4/24/18,4/24/18,11/30/22
15448,Fayette,Lexington,Big Cat Liquor,KANU Inc ,349 Old Virginia Ave Ste 110,"Lexington, KY 40504",034-SP-1614,Sampling License,Active,5/27/16,5/27/16,11/30/22
15448,Fayette,Lexington,Big Cat Liquor,KANU Inc ,349 Old Virginia Ave Ste 110,"Lexington, KY 40504",034-LP-1863,Quota Retail Package License,Active,5/27/16,5/27/16,11/30/22
15448,Fayette,Lexington,Big Cat Liquor,KANU Inc ,349 Old Virginia Ave Ste 110,"Lexington, KY 40504",034-NQ-5573,NQ Retail Malt Beverage Package License,Active,5/27/16,5/27/16,11/30/22
31945,Fayette,Lexington,"Big City Pizza Hamburg, LLC",Big City Pizza Hamburg LLC ,2312 Sir Barton Way,"Lexington, KY 40509",034-NQ4-182888,NQ4 Retail Malt Beverage Drink License,Active,5/6/21,5/6/21,11/30/22
4966,Fayette,Lexington,Big Daddy Liquor,"Dhungana, Inc. ",372 Woodland Ave,"Lexington, KY 40508",034-NQ-158506,NQ Retail Malt Beverage Package License,Active,1/22/20,1/22/20,11/30/22
4966,Fayette,Lexington,Big Daddy Liquor,"Dhungana, Inc. ",372 Woodland Ave,"Lexington, KY 40508",034-LP-158505,Quota Retail Package License,Active,1/22/20,1/22/20,11/30/22
32193,Fayette,Lexington,Big Kahuna,Big Kahuna LLC ,904 Liberty Rd,"Lexington, KY 40505",034-NQ4-185155,NQ4 Retail Malt Beverage Drink License,Active,7/16/21,7/16/21,11/30/22
32193,Fayette,Lexington,Big Kahuna,Big Kahuna LLC ,904 Liberty Rd,"Lexington, KY 40505",034-NQ-185156,NQ Retail Malt Beverage Package License,Active,7/16/21,7/16/21,11/30/22
35358,Fayette,Lexington,BIG P TRUCKING LLC,BIG P TRUCKING LLC ,3351 Cove Lake Dr Apt 120,"Lexington, KY 40515",034-TPL-192039,Transporter's License,Active,8/10/22,8/10/22,12/31/22
33354,Fayette,Lexington,biscuit belly east main lexington,"Shoffner Family Foods, LLC ",652 E Main St,"Lexington, KY 40508",034-NQ2-188504,NQ2 Retail Drink License,Active,1/26/22,1/26/22,11/30/22
33354,Fayette,Lexington,biscuit belly east main lexington,"Shoffner Family Foods, LLC ",652 E Main St,"Lexington, KY 40508",034-RS-188505,Special Sunday Retail Drink License,Active,1/26/22,1/26/22,11/30/22
23364,Fayette,Lexington,BJ's Restaurant & Brewhouse,BJ'S RESTAURANT OPERATIONS COMPANY ,3297 Nicholasville Rd,"Lexington, KY 40503",034-NQ-5556,NQ Retail Malt Beverage Package License,Active,6/8/16,6/8/16,8/31/23
23364,Fayette,Lexington,BJ's Restaurant & Brewhouse,BJ'S RESTAURANT OPERATIONS COMPANY ,3297 Nicholasville Rd,"Lexington, KY 40503",034-NQ2-3022,NQ2 Retail Drink License,Active,6/8/16,6/8/16,8/31/23
23364,Fayette,Lexington,BJ's Restaurant & Brewhouse,BJ'S RESTAURANT OPERATIONS COMPANY ,3297 Nicholasville Rd,"Lexington, KY 40503",034-RS-4439,Special Sunday Retail Drink License,Active,6/8/16,6/8/16,8/31/23
24930,Fayette,Lexington,Blaze Pizza AKA Blaze Fast Fire'd Pizza,"MRG PIZZA-KENTUCKY, LLC ",4049 Finn Way Ste 110,"Lexington, KY 40517",034-RS-4831,Special Sunday Retail Drink License,Active,5/1/17,5/1/17,8/31/23
24930,Fayette,Lexington,Blaze Pizza AKA Blaze Fast Fire'd Pizza,"MRG PIZZA-KENTUCKY, LLC ",4049 Finn Way Ste 110,"Lexington, KY 40517",034-NQ2-3323,NQ2 Retail Drink License,Active,5/1/17,5/1/17,8/31/23
12318,Fayette,Lexington,Blue Blood Liquors,"AL-ALAMI, INC ",500 E Seventh St,"Lexington, KY 40505",034-LP-1600,Quota Retail Package License,Active,12/15/06,12/15/06,11/30/22
12318,Fayette,Lexington,Blue Blood Liquors,"AL-ALAMI, INC ",500 E Seventh St,"Lexington, KY 40505",034-NQ-2404,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,11/30/22
3634,Fayette,Lexington,Blue Cat Liquor,"Sahyog, Inc ",918 Georgetown St,"Lexington, KY 40511",034-NQ-4932,NQ Retail Malt Beverage Package License,Active,6/23/15,6/23/15,11/30/22
3634,Fayette,Lexington,Blue Cat Liquor,"Sahyog, Inc ",918 Georgetown St,"Lexington, KY 40511",034-LP-1731,Quota Retail Package License,Active,6/23/15,6/23/15,11/30/22
18561,Fayette,Lexington,Blue Stallion Brewing Company,"Blue Stallion Brewing, LLC ",610 W Third St,"Lexington, KY 40508",034-LD-173815,Quota Retail Drink License,Active,12/2/20,12/2/20,11/30/22
18561,Fayette,Lexington,Blue Stallion Brewing Company,"Blue Stallion Brewing, LLC ",610 W Third St,"Lexington, KY 40508",034-RS-173816,Special Sunday Retail Drink License,Active,12/2/20,12/2/20,11/30/22
18561,Fayette,Lexington,Blue Stallion Brewing Company,"Blue Stallion Brewing, LLC ",610 W Third St,"Lexington, KY 40508",034-NQ4-2381,NQ4 Retail Malt Beverage Drink License,Active,7/8/13,7/8/13,11/30/22
18561,Fayette,Lexington,Blue Stallion Brewing Company,"Blue Stallion Brewing, LLC ",610 W Third St,"Lexington, KY 40508",034-MIC-57,Microbrewery License,Active,7/8/13,7/8/13,11/30/22
25195,Fayette,Lexington,Blue Sushi Sake Grill,"Lexington Blue Sushi, LLC ",105 Summit At Fritz Farm Ste 130,"Lexington, KY 40517",034-RS-4914,Special Sunday Retail Drink License,Active,8/11/17,8/11/17,11/30/22
25195,Fayette,Lexington,Blue Sushi Sake Grill,"Lexington Blue Sushi, LLC ",105 Summit At Fritz Farm Ste 130,"Lexington, KY 40517",034-NQ2-3371,NQ2 Retail Drink License,Active,8/11/17,8/11/17,11/30/22
23675,Fayette,Lexington,Bluegrass Catering,"BLUEGRASS CATERING, INC. ",903 Manchester St ste 110,"Lexington, KY 40508",034-CL-460,Caterer's License,Active,7/21/16,7/21/16,11/30/22
19200,Fayette,Lexington,Bluegrass Distillers,"Bluegrass Distillers, LLC ",501 W Sixth St Ste 165,"Lexington, KY 40508",034-DTB-19,Distiller's License - Class B,Active,12/12/14,12/12/14,11/30/22
19200,Fayette,Lexington,Bluegrass Distillers,"Bluegrass Distillers, LLC ",501 W Sixth St Ste 165,"Lexington, KY 40508",034-RS-5987,Special Sunday Retail Drink License,Active,12/2/19,12/2/19,11/30/22
19200,Fayette,Lexington,Bluegrass Distillers,"Bluegrass Distillers, LLC ",501 W Sixth St Ste 165,"Lexington, KY 40508",034-NQ2-3397,NQ2 Retail Drink License,Active,7/10/17,6/29/17,11/30/22
19200,Fayette,Lexington,Bluegrass Distillers,"Bluegrass Distillers, LLC ",501 W Sixth St Ste 165,"Lexington, KY 40508",034-SHL-177406,Direct Shipper License,Active,1/15/21,1/15/21,1/14/23
19200,Fayette,Lexington,Bluegrass Distillers,"Bluegrass Distillers, LLC ",501 W Sixth St Ste 165,"Lexington, KY 40508",034-SP-1351,Sampling License,Active,6/12/14,6/12/14,11/30/22
9448,Fayette,Lexington,Bluegrass Mart,"Maks, Inc. ",464 Squires Rd,"Lexington, KY 40515",034-NQ-5181,NQ Retail Malt Beverage Package License,Active,12/9/15,12/9/15,11/30/22
4381,Fayette,Lexington,Bluegrass Progressive Club Inc,"THE BLUEGRASS PROGRESSIVE CLUB, INC. ",266 E Second St,"Lexington, KY 40508",034-NQ3-1121,NQ3 Retail Drink License,Active,5/13/13,6/25/13,11/30/22
4381,Fayette,Lexington,Bluegrass Progressive Club Inc,"THE BLUEGRASS PROGRESSIVE CLUB, INC. ",266 E Second St,"Lexington, KY 40508",034-RS-0634,Special Sunday Retail Drink License,Active,12/16/07,12/16/07,11/30/22
34209,Fayette,Lexington,Bluegrass Solutions LLC,Bluegrass Solutions LLC,2803 Georgetown Rd,"Lexington, KY 40511",034-TPL-188894,Transporter's License,Active,2/16/22,2/16/22,12/31/22
25239,Fayette,Lexington,Blvd Grill,"ROMANY RESTAURANTS, INC. ",844 Hays Blvd,"Lexington, KY 40509",034-NQ2-3415,NQ2 Retail Drink License,Active,11/30/17,12/1/17,8/31/23
25239,Fayette,Lexington,Blvd Grill,"ROMANY RESTAURANTS, INC. ",844 Hays Blvd,"Lexington, KY 40509",034-RS-4927,Special Sunday Retail Drink License,Active,11/30/17,12/1/17,8/31/23
11050,Fayette,Lexington,Bonefish Grill,"BONEFISH GRILL, LLC ",2341 Sir Barton Way,"Lexington, KY 40509",034-RS-2866,Special Sunday Retail Drink License,Active,5/13/13,6/25/13,11/30/22
11050,Fayette,Lexington,Bonefish Grill,"BONEFISH GRILL, LLC ",2341 Sir Barton Way,"Lexington, KY 40509",034-NQ2-1543,NQ2 Retail Drink License,Active,5/13/13,6/25/13,11/30/22
30008,Fayette,Lexington,Boone Dogs LLC,Boone Dogs Limited Liability Company ,5902 Old Richmond Rd,"Lexington, KY 40515",034-NQ2-175465,NQ2 Retail Drink License,Active,12/17/20,12/17/20,11/30/22
30008,Fayette,Lexington,Boone Dogs LLC,Boone Dogs Limited Liability Company ,5902 Old Richmond Rd,"Lexington, KY 40515",034-LP-175466,Quota Retail Package License,Active,12/17/20,12/17/20,11/30/22
30008,Fayette,Lexington,Boone Dogs LLC,Boone Dogs Limited Liability Company ,5902 Old Richmond Rd,"Lexington, KY 40515",034-NQ-175467,NQ Retail Malt Beverage Package License,Active,12/17/20,12/17/20,11/30/22
30008,Fayette,Lexington,Boone Dogs LLC,Boone Dogs Limited Liability Company ,5902 Old Richmond Rd,"Lexington, KY 40515",034-RS-175468,Special Sunday Retail Drink License,Active,12/17/20,12/17/20,11/30/22
28911,Fayette,Lexington,Bourbon Creek,BOURBON CREEK LLC ,3401 Nicholasville Rd Ste 110,"Lexington, KY 40503",034-LP-2636,Quota Retail Package License,Active,12/2/19,12/2/19,11/30/22
33020,Fayette,Lexington,Bourbon Distributors,BOURBON DISTRIBUTORS LLC ,1415 Leestown Rd,"Lexington, KY 40511",034-WH-186568,Wholesaler's License,Active,10/11/21,10/11/21,11/30/22
10994,Fayette,Lexington,Bourbon Library,"DN LEX, LLC ","4000 Versailles Rd, Bg-Fl Ste 202","Lexington, KY 40510",034-NQ2-4094,NQ2 Retail Drink License,Active,11/27/19,12/1/19,11/30/22
10994,Fayette,Lexington,Bourbon Library,"DN LEX, LLC ","4000 Versailles Rd, Bg-Fl Ste 202","Lexington, KY 40510",034-RS-5902,Special Sunday Retail Drink License,Active,12/3/19,12/1/19,11/30/22
10444,Fayette,Lexington,Bourbon n' Toulouse,"BOURBON ON BROADWAY, LLC ",1080 S Broadway Ste 107,"Lexington, KY 40504",034-NQ4-190247,NQ4 Retail Malt Beverage Drink License,Active,4/29/22,4/29/22,11/30/22
11041,Fayette,Lexington,Bourbon N' Toulouse,KJH INC. ,829 Euclid Ave,"Lexington, KY 40502",034-NQ4-1034,NQ4 Retail Malt Beverage Drink License,Active,5/13/13,6/25/13,11/30/22
9936,Fayette,Lexington,Bourbon on Rye,SELTZER LLC ,115 W Main St,"Lexington, KY 40507",034-RS-4732,Special Sunday Retail Drink License,Active,4/3/17,4/3/17,11/30/22
9936,Fayette,Lexington,Bourbon on Rye,SELTZER LLC ,115 W Main St,"Lexington, KY 40507",034-LD-2551,Quota Retail Drink License,Active,4/3/17,4/3/17,11/30/22
9936,Fayette,Lexington,Bourbon on Rye,SELTZER LLC ,115 W Main St,"Lexington, KY 40507",034-NQ4-3819,NQ4 Retail Malt Beverage Drink License,Active,4/3/17,4/3/17,11/30/22
9936,Fayette,Lexington,Bourbon on Rye,SELTZER LLC ,115 W Main St,"Lexington, KY 40507",034-SB-1655,Supplemental Bar License,Active,4/3/17,4/3/17,11/30/22
9936,Fayette,Lexington,Bourbon on Rye,SELTZER LLC ,115 W Main St,"Lexington, KY 40507",034-NQ-189746,NQ Retail Malt Beverage Package License,Active,3/31/22,3/31/22,11/30/22
9936,Fayette,Lexington,Bourbon on Rye,SELTZER LLC ,115 W Main St,"Lexington, KY 40507",034-LP-189747,Quota Retail Package License,Active,3/31/22,3/31/22,11/30/22
,Fayette,Lexington,Bourbon Raffle,"OPERALEX, INC. ",424 Lewis Hargett Cir Ste 120,"Lexington, KY 40503",034-TA-193053,Special Temporary Alcoholic Beverage Auction License,Active,9/30/22,10/2/22,10/31/22
29787,Fayette,Lexington,Brewed,Deans Diner  Limited Liability Company ,124 Malabu Dr,"Lexington, KY 40503",034-NQ-162795,NQ Retail Malt Beverage Package License,Active,5/29/20,5/29/20,11/30/22
29787,Fayette,Lexington,Brewed,Deans Diner  Limited Liability Company ,124 Malabu Dr,"Lexington, KY 40503",034-NQ4-162794,NQ4 Retail Malt Beverage Drink License,Active,5/29/20,5/29/20,11/30/22
31007,Fayette,Lexington,Brewer Dude,My Homebrew Shop L.L.C. ,211 E Seventh St,"Lexington, KY 40508",034-MIC-175641,Microbrewery License,Active,12/21/20,12/21/20,11/30/22
20541,Fayette,Lexington,Brewing and Distilling Analytical Services LLC,BREWING AND DISTILLING ANALYTICAL SERVICES LLC ,1141 Red Mile Rd,"Lexington, KY 40504",034-SNBA-157355,Special Nonbeverage Alcohol License,Active,1/6/20,1/3/20,11/30/22
17987,Fayette,LEXINGTON,Brick Oven Pizzeria Pub and Grill,BRICK OVEN PIZZERIA LLC ,4379 Old Harrodsburg Rd Ste 110,"LEXINGTON, KY 40513",034-LD-176191,Quota Retail Drink License,Active,12/29/20,12/29/20,11/30/22
17987,Fayette,LEXINGTON,Brick Oven Pizzeria Pub and Grill,BRICK OVEN PIZZERIA LLC ,4379 Old Harrodsburg Rd Ste 110,"LEXINGTON, KY 40513",034-NQ4-176192,NQ4 Retail Malt Beverage Drink License,Active,12/29/20,12/29/20,11/30/22
17987,Fayette,LEXINGTON,Brick Oven Pizzeria Pub and Grill,BRICK OVEN PIZZERIA LLC ,4379 Old Harrodsburg Rd Ste 110,"LEXINGTON, KY 40513",034-RS-176193,Special Sunday Retail Drink License,Active,12/29/20,12/29/20,11/30/22
8808,Fayette,Lexington,Broadway Foodmart,"North Broadway Enterprises, Inc. ",2115 N Broadway,"Lexington, KY 40505",034-NQ-7630,NQ Retail Malt Beverage Package License,Active,8/6/19,8/6/19,11/30/22
5130,Fayette,Lexington,Bronte,"BOOKSELLERS ENTERPRISES, LLC ",161 Lexington Green Circle,"Lexington, KY 40503",034-RS-1978,Special Sunday Retail Drink License,Active,6/9/11,6/9/11,11/30/22
5130,Fayette,Lexington,Bronte,"BOOKSELLERS ENTERPRISES, LLC ",161 Lexington Green Circle,"Lexington, KY 40503",034-NQ2-1832,NQ2 Retail Drink License,Active,5/13/13,6/25/13,11/30/22
22409,Fayette,Lexington,Broomwagon,Broomwagon LLC ,802 N Limestone,"Lexington, KY 40505",034-LD-188884,Quota Retail Drink License,Active,2/16/22,2/16/22,11/30/22
22409,Fayette,Lexington,Broomwagon,Broomwagon LLC ,802 N Limestone,"Lexington, KY 40505",034-RS-188885,Special Sunday Retail Drink License,Active,2/16/22,2/16/22,11/30/22
22409,Fayette,Lexington,Broomwagon,Broomwagon LLC ,802 N Limestone,"Lexington, KY 40505",034-NQ-5160,NQ Retail Malt Beverage Package License,Active,10/6/15,10/6/15,11/30/22
22409,Fayette,Lexington,Broomwagon,Broomwagon LLC ,802 N Limestone,"Lexington, KY 40505",034-NQ4-3410,NQ4 Retail Malt Beverage Drink License,Active,10/6/15,10/6/15,11/30/22
26004,Fayette,Lexington,Brothers Bar and Grill,Brothers Bar and Grill,909 Winchester Rd,"Lexington, KY 40505",034-NQ2-190062,NQ2 Retail Drink License,Active,4/19/22,4/19/22,11/30/22
5250,Fayette,Lexington,BRU Burger Bar,"BRU LEXINGTON, LLC ",3010 Lakecrest Cir,"Lexington, KY 40513",034-RS-3524,Special Sunday Retail Drink License,Active,11/14/13,11/14/13,11/30/22
5250,Fayette,Lexington,BRU Burger Bar,"BRU LEXINGTON, LLC ",3010 Lakecrest Cir,"Lexington, KY 40513",034-NQ2-2368,NQ2 Retail Drink License,Active,11/14/13,11/14/13,11/30/22
5250,Fayette,Lexington,BRU Burger Bar,"BRU LEXINGTON, LLC ",3010 Lakecrest Cir,"Lexington, KY 40513",034-NQ-4180,NQ Retail Malt Beverage Package License,Active,11/14/13,11/14/13,11/30/22
5956,Fayette,Lexington,Buckhorn Liquor,RARA5 Limited Liability Company ,3429 Buckhorn Dr Ste 170,"Lexington, KY 40515",034-NQ-188848,NQ Retail Malt Beverage Package License,Active,2/14/22,2/14/22,11/30/22
5956,Fayette,Lexington,Buckhorn Liquor,RARA5 Limited Liability Company ,3429 Buckhorn Dr Ste 170,"Lexington, KY 40515",034-LP-188849,Quota Retail Package License,Active,2/14/22,2/14/22,11/30/22
22054,Fayette,Lexington,Buddha Lounge,N Enterprise LLC ,109 N Mill St Unit 150,"Lexington, KY 40507",034-NQ2-2797,NQ2 Retail Drink License,Active,7/15/15,7/15/15,11/30/22
5342,Fayette,Lexington,Buffalo Wild Wings #15,"BLAZIN WINGS, INC. ",1080 S Broadway Unit 104,"Lexington, KY 40504",034-RS-2523,Special Sunday Retail Drink License,Active,3/27/18,3/27/18,8/31/23
5342,Fayette,Lexington,Buffalo Wild Wings #15,"BLAZIN WINGS, INC. ",1080 S Broadway Unit 104,"Lexington, KY 40504",034-NQ2-1201,NQ2 Retail Drink License,Active,3/27/18,3/27/18,8/31/23
347,Fayette,Lexington,Buffalo Wild Wings #49,"BLAZIN WINGS, INC. ",3094 Todds Rd,"Lexington, KY 40508",034-NQ2-1202,NQ2 Retail Drink License,Active,3/27/18,3/27/18,8/31/23
347,Fayette,Lexington,Buffalo Wild Wings #49,"BLAZIN WINGS, INC. ",3094 Todds Rd,"Lexington, KY 40508",034-RS-2524,Special Sunday Retail Drink License,Active,3/27/18,3/27/18,8/31/23
30069,Fayette,Lexington,BurgerFi Lexington - Hamburg,MVPZ AND ME - LEXINGTON Limited Liability Company ,1816 Alysheba Way,"Lexington, KY 40509",034-LD-174387,Quota Retail Drink License,Active,12/11/20,12/11/20,8/31/23
30069,Fayette,Lexington,BurgerFi Lexington - Hamburg,MVPZ AND ME - LEXINGTON Limited Liability Company ,1816 Alysheba Way,"Lexington, KY 40509",034-NQ4-174388,NQ4 Retail Malt Beverage Drink License,Active,12/11/20,12/11/20,8/31/23
30069,Fayette,Lexington,BurgerFi Lexington - Hamburg,MVPZ AND ME - LEXINGTON Limited Liability Company ,1816 Alysheba Way,"Lexington, KY 40509",034-RS-174856,Special Sunday Retail Drink License,Active,12/16/20,12/16/20,8/31/23
21516,Fayette,Lexington,BurgerFi Lexington- Fayette Mall,MVPZ AND ME - LEXINGTON Limited Liability Company ,141 Rojay Dr Ste 110,"Lexington, KY 40503",034-NQ2-2948,NQ2 Retail Drink License,Active,3/8/16,3/8/16,8/31/23
21516,Fayette,Lexington,BurgerFi Lexington- Fayette Mall,MVPZ AND ME - LEXINGTON Limited Liability Company ,141 Rojay Dr Ste 110,"Lexington, KY 40503",034-RS-4352,Special Sunday Retail Drink License,Active,3/8/16,3/8/16,8/31/23
32980,Fayette,LEXINGTON,Burnaco's featuring Maiden City Brewing Co,"Chasing Down the Money, LLC ",561 S BROADWAY UNIT 115,"LEXINGTON, KY 40508",034-CL-189205,Caterer's License,Active,3/3/22,3/3/22,11/30/22
32980,Fayette,LEXINGTON,Burnaco's featuring Maiden City Brewing Co,"Chasing Down the Money, LLC ",561 S BROADWAY UNIT 115,"LEXINGTON, KY 40508",034-NQ-189206,NQ Retail Malt Beverage Package License,Active,3/3/22,3/3/22,11/30/22
32980,Fayette,LEXINGTON,Burnaco's featuring Maiden City Brewing Co,"Chasing Down the Money, LLC ",561 S BROADWAY UNIT 115,"LEXINGTON, KY 40508",034-NQ2-189207,NQ2 Retail Drink License,Active,3/3/22,3/3/22,11/30/22
32980,Fayette,LEXINGTON,Burnaco's featuring Maiden City Brewing Co,"Chasing Down the Money, LLC ",561 S BROADWAY UNIT 115,"LEXINGTON, KY 40508",034-RS-189208,Special Sunday Retail Drink License,Active,3/3/22,3/3/22,11/30/22
34087,Fayette,Lexington,Buzzed Bull Creamery ,"Grand Franchises, L.L.C. ",111 Summit At Fritz Farm Bldg 1700 Ste 110,"Lexington, KY 40517",034-LD-190964,Quota Retail Drink License,Active,6/14/22,6/14/22,11/30/22
34087,Fayette,Lexington,Buzzed Bull Creamery ,"Grand Franchises, L.L.C. ",111 Summit At Fritz Farm Bldg 1700 Ste 110,"Lexington, KY 40517",034-RS-190965,Special Sunday Retail Drink License,Active,6/14/22,6/14/22,11/30/22
7576,Fayette,Lexington,C & P Market,"PAUL D. HOLLAND, LLC ",1000 Manchester St,"Lexington, KY 40508",034-NQ-2393,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,11/30/22
7576,Fayette,Lexington,C & P Market,"PAUL D. HOLLAND, LLC ",1000 Manchester St,"Lexington, KY 40508",034-NQ4-3016,NQ4 Retail Malt Beverage Drink License,Active,5/23/14,5/23/14,11/30/22
23946,Fayette,Lexington,Campestre,"Altos LX, Inc. ",910 Beaumont Centre Pkwy,"Lexington, KY 40513",034-RS-5644,Special Sunday Retail Drink License,Active,4/16/19,4/16/19,11/30/22
23946,Fayette,Lexington,Campestre,"Altos LX, Inc. ",910 Beaumont Centre Pkwy,"Lexington, KY 40513",034-NQ2-3942,NQ2 Retail Drink License,Active,4/16/19,4/16/19,11/30/22
4449,Fayette,Lexington,Campus Pub,CAMPUS PUB LLC ,393 Waller Ave Unit 18,"Lexington, KY 40504",034-NQ4-1039,NQ4 Retail Malt Beverage Drink License,Active,5/13/13,6/25/13,11/30/22
4449,Fayette,Lexington,Campus Pub,CAMPUS PUB LLC ,393 Waller Ave Unit 18,"Lexington, KY 40504",034-RS-2353,Special Sunday Retail Drink License,Active,5/13/13,6/25/13,11/30/22
